lat,lon,basin_AIP,basin
-48.5,363.5,Atlantic,Atlantic
-48.5,364.5,Atlantic,Atlantic
-48.5,365.5,Atlantic,Atlantic
-48.5,366.5,Atlantic,Atlantic
-48.5,367.5,Atlantic,Atlantic
-48.5,368.5,Atlantic,Atlantic
-48.5,369.5,Atlantic,Atlantic
-48.5,370.5,Atlantic,Atlantic
-48.5,371.5,Atlantic,Atlantic
-48.5,372.5,Atlantic,Atlantic
-48.5,373.5,Atlantic,Atlantic
-48.5,374.5,Atlantic,Atlantic
-48.5,375.5,Atlantic,Atlantic
-48.5,376.5,Atlantic,Atlantic
-48.5,377.5,Atlantic,Atlantic
-48.5,378.5,Atlantic,Atlantic
-48.5,379.5,Atlantic,Atlantic
-48.5,20.5,Indian,Indo-Pacific
-48.5,21.5,Indian,Indo-Pacific
-48.5,22.5,Indian,Indo-Pacific
-48.5,23.5,Indian,Indo-Pacific
-48.5,24.5,Indian,Indo-Pacific
-48.5,25.5,Indian,Indo-Pacific
-48.5,26.5,Indian,Indo-Pacific
-48.5,27.5,Indian,Indo-Pacific
-48.5,28.5,Indian,Indo-Pacific
-48.5,29.5,Indian,Indo-Pacific
-48.5,30.5,Indian,Indo-Pacific
-48.5,31.5,Indian,Indo-Pacific
-48.5,32.5,Indian,Indo-Pacific
-48.5,33.5,Indian,Indo-Pacific
-48.5,34.5,Indian,Indo-Pacific
-48.5,35.5,Indian,Indo-Pacific
-48.5,36.5,Indian,Indo-Pacific
-48.5,37.5,Indian,Indo-Pacific
-48.5,38.5,Indian,Indo-Pacific
-48.5,39.5,Indian,Indo-Pacific
-48.5,40.5,Indian,Indo-Pacific
-48.5,41.5,Indian,Indo-Pacific
-48.5,42.5,Indian,Indo-Pacific
-48.5,43.5,Indian,Indo-Pacific
-48.5,44.5,Indian,Indo-Pacific
-48.5,45.5,Indian,Indo-Pacific
-48.5,46.5,Indian,Indo-Pacific
-48.5,47.5,Indian,Indo-Pacific
-48.5,48.5,Indian,Indo-Pacific
-48.5,49.5,Indian,Indo-Pacific
-48.5,50.5,Indian,Indo-Pacific
-48.5,51.5,Indian,Indo-Pacific
-48.5,52.5,Indian,Indo-Pacific
-48.5,53.5,Indian,Indo-Pacific
-48.5,54.5,Indian,Indo-Pacific
-48.5,55.5,Indian,Indo-Pacific
-48.5,56.5,Indian,Indo-Pacific
-48.5,57.5,Indian,Indo-Pacific
-48.5,58.5,Indian,Indo-Pacific
-48.5,59.5,Indian,Indo-Pacific
-48.5,60.5,Indian,Indo-Pacific
-48.5,61.5,Indian,Indo-Pacific
-48.5,62.5,Indian,Indo-Pacific
-48.5,63.5,Indian,Indo-Pacific
-48.5,64.5,Indian,Indo-Pacific
-48.5,65.5,Indian,Indo-Pacific
-48.5,66.5,Indian,Indo-Pacific
-48.5,67.5,Indian,Indo-Pacific
-48.5,68.5,Indian,Indo-Pacific
-48.5,69.5,Indian,Indo-Pacific
-48.5,70.5,Indian,Indo-Pacific
-48.5,71.5,Indian,Indo-Pacific
-48.5,72.5,Indian,Indo-Pacific
-48.5,73.5,Indian,Indo-Pacific
-48.5,74.5,Indian,Indo-Pacific
-48.5,75.5,Indian,Indo-Pacific
-48.5,76.5,Indian,Indo-Pacific
-48.5,77.5,Indian,Indo-Pacific
-48.5,78.5,Indian,Indo-Pacific
-48.5,79.5,Indian,Indo-Pacific
-48.5,80.5,Indian,Indo-Pacific
-48.5,81.5,Indian,Indo-Pacific
-48.5,82.5,Indian,Indo-Pacific
-48.5,83.5,Indian,Indo-Pacific
-48.5,84.5,Indian,Indo-Pacific
-48.5,85.5,Indian,Indo-Pacific
-48.5,86.5,Indian,Indo-Pacific
-48.5,87.5,Indian,Indo-Pacific
-48.5,88.5,Indian,Indo-Pacific
-48.5,89.5,Indian,Indo-Pacific
-48.5,90.5,Indian,Indo-Pacific
-48.5,91.5,Indian,Indo-Pacific
-48.5,92.5,Indian,Indo-Pacific
-48.5,93.5,Indian,Indo-Pacific
-48.5,94.5,Indian,Indo-Pacific
-48.5,95.5,Indian,Indo-Pacific
-48.5,96.5,Indian,Indo-Pacific
-48.5,97.5,Indian,Indo-Pacific
-48.5,98.5,Indian,Indo-Pacific
-48.5,99.5,Indian,Indo-Pacific
-48.5,100.5,Indian,Indo-Pacific
-48.5,101.5,Indian,Indo-Pacific
-48.5,102.5,Indian,Indo-Pacific
-48.5,103.5,Indian,Indo-Pacific
-48.5,104.5,Indian,Indo-Pacific
-48.5,105.5,Indian,Indo-Pacific
-48.5,106.5,Indian,Indo-Pacific
-48.5,107.5,Indian,Indo-Pacific
-48.5,108.5,Indian,Indo-Pacific
-48.5,109.5,Indian,Indo-Pacific
-48.5,110.5,Indian,Indo-Pacific
-48.5,111.5,Indian,Indo-Pacific
-48.5,112.5,Indian,Indo-Pacific
-48.5,113.5,Indian,Indo-Pacific
-48.5,114.5,Indian,Indo-Pacific
-48.5,115.5,Indian,Indo-Pacific
-48.5,116.5,Indian,Indo-Pacific
-48.5,117.5,Indian,Indo-Pacific
-48.5,118.5,Indian,Indo-Pacific
-48.5,119.5,Indian,Indo-Pacific
-48.5,120.5,Indian,Indo-Pacific
-48.5,121.5,Indian,Indo-Pacific
-48.5,122.5,Indian,Indo-Pacific
-48.5,123.5,Indian,Indo-Pacific
-48.5,124.5,Indian,Indo-Pacific
-48.5,125.5,Indian,Indo-Pacific
-48.5,126.5,Indian,Indo-Pacific
-48.5,127.5,Indian,Indo-Pacific
-48.5,128.5,Indian,Indo-Pacific
-48.5,129.5,Indian,Indo-Pacific
-48.5,130.5,Indian,Indo-Pacific
-48.5,131.5,Indian,Indo-Pacific
-48.5,132.5,Indian,Indo-Pacific
-48.5,133.5,Indian,Indo-Pacific
-48.5,134.5,Indian,Indo-Pacific
-48.5,135.5,Indian,Indo-Pacific
-48.5,136.5,Indian,Indo-Pacific
-48.5,137.5,Indian,Indo-Pacific
-48.5,138.5,Indian,Indo-Pacific
-48.5,139.5,Indian,Indo-Pacific
-48.5,140.5,Indian,Indo-Pacific
-48.5,141.5,Indian,Indo-Pacific
-48.5,142.5,Indian,Indo-Pacific
-48.5,143.5,Indian,Indo-Pacific
-48.5,144.5,Indian,Indo-Pacific
-48.5,145.5,Indian,Indo-Pacific
-48.5,146.5,Indian,Indo-Pacific
-48.5,147.5,Pacific,Indo-Pacific
-48.5,148.5,Pacific,Indo-Pacific
-48.5,149.5,Pacific,Indo-Pacific
-48.5,150.5,Pacific,Indo-Pacific
-48.5,151.5,Pacific,Indo-Pacific
-48.5,152.5,Pacific,Indo-Pacific
-48.5,153.5,Pacific,Indo-Pacific
-48.5,154.5,Pacific,Indo-Pacific
-48.5,155.5,Pacific,Indo-Pacific
-48.5,156.5,Pacific,Indo-Pacific
-48.5,157.5,Pacific,Indo-Pacific
-48.5,158.5,Pacific,Indo-Pacific
-48.5,159.5,Pacific,Indo-Pacific
-48.5,160.5,Pacific,Indo-Pacific
-48.5,161.5,Pacific,Indo-Pacific
-48.5,162.5,Pacific,Indo-Pacific
-48.5,163.5,Pacific,Indo-Pacific
-48.5,164.5,Pacific,Indo-Pacific
-48.5,165.5,Pacific,Indo-Pacific
-48.5,166.5,Pacific,Indo-Pacific
-48.5,167.5,Pacific,Indo-Pacific
-48.5,168.5,Pacific,Indo-Pacific
-48.5,169.5,Pacific,Indo-Pacific
-48.5,170.5,Pacific,Indo-Pacific
-48.5,171.5,Pacific,Indo-Pacific
-48.5,172.5,Pacific,Indo-Pacific
-48.5,173.5,Pacific,Indo-Pacific
-48.5,174.5,Pacific,Indo-Pacific
-48.5,175.5,Pacific,Indo-Pacific
-48.5,176.5,Pacific,Indo-Pacific
-48.5,177.5,Pacific,Indo-Pacific
-48.5,178.5,Pacific,Indo-Pacific
-48.5,179.5,Pacific,Indo-Pacific
-48.5,180.5,Pacific,Indo-Pacific
-48.5,181.5,Pacific,Indo-Pacific
-48.5,182.5,Pacific,Indo-Pacific
-48.5,183.5,Pacific,Indo-Pacific
-48.5,184.5,Pacific,Indo-Pacific
-48.5,185.5,Pacific,Indo-Pacific
-48.5,186.5,Pacific,Indo-Pacific
-48.5,187.5,Pacific,Indo-Pacific
-48.5,188.5,Pacific,Indo-Pacific
-48.5,189.5,Pacific,Indo-Pacific
-48.5,190.5,Pacific,Indo-Pacific
-48.5,191.5,Pacific,Indo-Pacific
-48.5,192.5,Pacific,Indo-Pacific
-48.5,193.5,Pacific,Indo-Pacific
-48.5,194.5,Pacific,Indo-Pacific
-48.5,195.5,Pacific,Indo-Pacific
-48.5,196.5,Pacific,Indo-Pacific
-48.5,197.5,Pacific,Indo-Pacific
-48.5,198.5,Pacific,Indo-Pacific
-48.5,199.5,Pacific,Indo-Pacific
-48.5,200.5,Pacific,Indo-Pacific
-48.5,201.5,Pacific,Indo-Pacific
-48.5,202.5,Pacific,Indo-Pacific
-48.5,203.5,Pacific,Indo-Pacific
-48.5,204.5,Pacific,Indo-Pacific
-48.5,205.5,Pacific,Indo-Pacific
-48.5,206.5,Pacific,Indo-Pacific
-48.5,207.5,Pacific,Indo-Pacific
-48.5,208.5,Pacific,Indo-Pacific
-48.5,209.5,Pacific,Indo-Pacific
-48.5,210.5,Pacific,Indo-Pacific
-48.5,211.5,Pacific,Indo-Pacific
-48.5,212.5,Pacific,Indo-Pacific
-48.5,213.5,Pacific,Indo-Pacific
-48.5,214.5,Pacific,Indo-Pacific
-48.5,215.5,Pacific,Indo-Pacific
-48.5,216.5,Pacific,Indo-Pacific
-48.5,217.5,Pacific,Indo-Pacific
-48.5,218.5,Pacific,Indo-Pacific
-48.5,219.5,Pacific,Indo-Pacific
-48.5,220.5,Pacific,Indo-Pacific
-48.5,221.5,Pacific,Indo-Pacific
-48.5,222.5,Pacific,Indo-Pacific
-48.5,223.5,Pacific,Indo-Pacific
-48.5,224.5,Pacific,Indo-Pacific
-48.5,225.5,Pacific,Indo-Pacific
-48.5,226.5,Pacific,Indo-Pacific
-48.5,227.5,Pacific,Indo-Pacific
-48.5,228.5,Pacific,Indo-Pacific
-48.5,229.5,Pacific,Indo-Pacific
-48.5,230.5,Pacific,Indo-Pacific
-48.5,231.5,Pacific,Indo-Pacific
-48.5,232.5,Pacific,Indo-Pacific
-48.5,233.5,Pacific,Indo-Pacific
-48.5,234.5,Pacific,Indo-Pacific
-48.5,235.5,Pacific,Indo-Pacific
-48.5,236.5,Pacific,Indo-Pacific
-48.5,237.5,Pacific,Indo-Pacific
-48.5,238.5,Pacific,Indo-Pacific
-48.5,239.5,Pacific,Indo-Pacific
-48.5,240.5,Pacific,Indo-Pacific
-48.5,241.5,Pacific,Indo-Pacific
-48.5,242.5,Pacific,Indo-Pacific
-48.5,243.5,Pacific,Indo-Pacific
-48.5,244.5,Pacific,Indo-Pacific
-48.5,245.5,Pacific,Indo-Pacific
-48.5,246.5,Pacific,Indo-Pacific
-48.5,247.5,Pacific,Indo-Pacific
-48.5,248.5,Pacific,Indo-Pacific
-48.5,249.5,Pacific,Indo-Pacific
-48.5,250.5,Pacific,Indo-Pacific
-48.5,251.5,Pacific,Indo-Pacific
-48.5,252.5,Pacific,Indo-Pacific
-48.5,253.5,Pacific,Indo-Pacific
-48.5,254.5,Pacific,Indo-Pacific
-48.5,255.5,Pacific,Indo-Pacific
-48.5,256.5,Pacific,Indo-Pacific
-48.5,257.5,Pacific,Indo-Pacific
-48.5,258.5,Pacific,Indo-Pacific
-48.5,259.5,Pacific,Indo-Pacific
-48.5,260.5,Pacific,Indo-Pacific
-48.5,261.5,Pacific,Indo-Pacific
-48.5,262.5,Pacific,Indo-Pacific
-48.5,263.5,Pacific,Indo-Pacific
-48.5,264.5,Pacific,Indo-Pacific
-48.5,265.5,Pacific,Indo-Pacific
-48.5,266.5,Pacific,Indo-Pacific
-48.5,267.5,Pacific,Indo-Pacific
-48.5,268.5,Pacific,Indo-Pacific
-48.5,269.5,Pacific,Indo-Pacific
-48.5,270.5,Pacific,Indo-Pacific
-48.5,271.5,Pacific,Indo-Pacific
-48.5,272.5,Pacific,Indo-Pacific
-48.5,273.5,Pacific,Indo-Pacific
-48.5,274.5,Pacific,Indo-Pacific
-48.5,275.5,Pacific,Indo-Pacific
-48.5,276.5,Pacific,Indo-Pacific
-48.5,277.5,Pacific,Indo-Pacific
-48.5,278.5,Pacific,Indo-Pacific
-48.5,279.5,Pacific,Indo-Pacific
-48.5,280.5,Pacific,Indo-Pacific
-48.5,281.5,Pacific,Indo-Pacific
-48.5,282.5,Pacific,Indo-Pacific
-48.5,283.5,Pacific,Indo-Pacific
-48.5,294.5,Atlantic,Atlantic
-48.5,295.5,Atlantic,Atlantic
-48.5,296.5,Atlantic,Atlantic
-48.5,297.5,Atlantic,Atlantic
-48.5,298.5,Atlantic,Atlantic
-48.5,299.5,Atlantic,Atlantic
-48.5,300.5,Atlantic,Atlantic
-48.5,301.5,Atlantic,Atlantic
-48.5,302.5,Atlantic,Atlantic
-48.5,303.5,Atlantic,Atlantic
-48.5,304.5,Atlantic,Atlantic
-48.5,305.5,Atlantic,Atlantic
-48.5,306.5,Atlantic,Atlantic
-48.5,307.5,Atlantic,Atlantic
-48.5,308.5,Atlantic,Atlantic
-48.5,309.5,Atlantic,Atlantic
-48.5,310.5,Atlantic,Atlantic
-48.5,311.5,Atlantic,Atlantic
-48.5,312.5,Atlantic,Atlantic
-48.5,313.5,Atlantic,Atlantic
-48.5,314.5,Atlantic,Atlantic
-48.5,315.5,Atlantic,Atlantic
-48.5,316.5,Atlantic,Atlantic
-48.5,317.5,Atlantic,Atlantic
-48.5,318.5,Atlantic,Atlantic
-48.5,319.5,Atlantic,Atlantic
-48.5,320.5,Atlantic,Atlantic
-48.5,321.5,Atlantic,Atlantic
-48.5,322.5,Atlantic,Atlantic
-48.5,323.5,Atlantic,Atlantic
-48.5,324.5,Atlantic,Atlantic
-48.5,325.5,Atlantic,Atlantic
-48.5,326.5,Atlantic,Atlantic
-48.5,327.5,Atlantic,Atlantic
-48.5,328.5,Atlantic,Atlantic
-48.5,329.5,Atlantic,Atlantic
-48.5,330.5,Atlantic,Atlantic
-48.5,331.5,Atlantic,Atlantic
-48.5,332.5,Atlantic,Atlantic
-48.5,333.5,Atlantic,Atlantic
-48.5,334.5,Atlantic,Atlantic
-48.5,335.5,Atlantic,Atlantic
-48.5,336.5,Atlantic,Atlantic
-48.5,337.5,Atlantic,Atlantic
-48.5,338.5,Atlantic,Atlantic
-48.5,339.5,Atlantic,Atlantic
-48.5,340.5,Atlantic,Atlantic
-48.5,341.5,Atlantic,Atlantic
-48.5,342.5,Atlantic,Atlantic
-48.5,343.5,Atlantic,Atlantic
-48.5,344.5,Atlantic,Atlantic
-48.5,345.5,Atlantic,Atlantic
-48.5,346.5,Atlantic,Atlantic
-48.5,347.5,Atlantic,Atlantic
-48.5,348.5,Atlantic,Atlantic
-48.5,349.5,Atlantic,Atlantic
-48.5,350.5,Atlantic,Atlantic
-48.5,351.5,Atlantic,Atlantic
-48.5,352.5,Atlantic,Atlantic
-48.5,353.5,Atlantic,Atlantic
-48.5,354.5,Atlantic,Atlantic
-48.5,355.5,Atlantic,Atlantic
-48.5,356.5,Atlantic,Atlantic
-48.5,357.5,Atlantic,Atlantic
-48.5,358.5,Atlantic,Atlantic
-48.5,359.5,Atlantic,Atlantic
-47.5,360.5,Atlantic,Atlantic
-47.5,361.5,Atlantic,Atlantic
-47.5,362.5,Atlantic,Atlantic
-47.5,363.5,Atlantic,Atlantic
-47.5,364.5,Atlantic,Atlantic
-47.5,365.5,Atlantic,Atlantic
-47.5,366.5,Atlantic,Atlantic
-47.5,367.5,Atlantic,Atlantic
-47.5,368.5,Atlantic,Atlantic
-47.5,369.5,Atlantic,Atlantic
-47.5,370.5,Atlantic,Atlantic
-47.5,371.5,Atlantic,Atlantic
-47.5,372.5,Atlantic,Atlantic
-47.5,373.5,Atlantic,Atlantic
-47.5,374.5,Atlantic,Atlantic
-47.5,375.5,Atlantic,Atlantic
-47.5,376.5,Atlantic,Atlantic
-47.5,377.5,Atlantic,Atlantic
-47.5,378.5,Atlantic,Atlantic
-47.5,379.5,Atlantic,Atlantic
-47.5,20.5,Indian,Indo-Pacific
-47.5,21.5,Indian,Indo-Pacific
-47.5,22.5,Indian,Indo-Pacific
-47.5,23.5,Indian,Indo-Pacific
-47.5,24.5,Indian,Indo-Pacific
-47.5,25.5,Indian,Indo-Pacific
-47.5,26.5,Indian,Indo-Pacific
-47.5,27.5,Indian,Indo-Pacific
-47.5,28.5,Indian,Indo-Pacific
-47.5,29.5,Indian,Indo-Pacific
-47.5,30.5,Indian,Indo-Pacific
-47.5,31.5,Indian,Indo-Pacific
-47.5,32.5,Indian,Indo-Pacific
-47.5,33.5,Indian,Indo-Pacific
-47.5,34.5,Indian,Indo-Pacific
-47.5,35.5,Indian,Indo-Pacific
-47.5,36.5,Indian,Indo-Pacific
-47.5,37.5,Indian,Indo-Pacific
-47.5,38.5,Indian,Indo-Pacific
-47.5,39.5,Indian,Indo-Pacific
-47.5,40.5,Indian,Indo-Pacific
-47.5,41.5,Indian,Indo-Pacific
-47.5,42.5,Indian,Indo-Pacific
-47.5,43.5,Indian,Indo-Pacific
-47.5,44.5,Indian,Indo-Pacific
-47.5,45.5,Indian,Indo-Pacific
-47.5,46.5,Indian,Indo-Pacific
-47.5,47.5,Indian,Indo-Pacific
-47.5,48.5,Indian,Indo-Pacific
-47.5,49.5,Indian,Indo-Pacific
-47.5,50.5,Indian,Indo-Pacific
-47.5,51.5,Indian,Indo-Pacific
-47.5,52.5,Indian,Indo-Pacific
-47.5,53.5,Indian,Indo-Pacific
-47.5,54.5,Indian,Indo-Pacific
-47.5,55.5,Indian,Indo-Pacific
-47.5,56.5,Indian,Indo-Pacific
-47.5,57.5,Indian,Indo-Pacific
-47.5,58.5,Indian,Indo-Pacific
-47.5,59.5,Indian,Indo-Pacific
-47.5,60.5,Indian,Indo-Pacific
-47.5,61.5,Indian,Indo-Pacific
-47.5,62.5,Indian,Indo-Pacific
-47.5,63.5,Indian,Indo-Pacific
-47.5,64.5,Indian,Indo-Pacific
-47.5,65.5,Indian,Indo-Pacific
-47.5,66.5,Indian,Indo-Pacific
-47.5,67.5,Indian,Indo-Pacific
-47.5,68.5,Indian,Indo-Pacific
-47.5,69.5,Indian,Indo-Pacific
-47.5,70.5,Indian,Indo-Pacific
-47.5,71.5,Indian,Indo-Pacific
-47.5,72.5,Indian,Indo-Pacific
-47.5,73.5,Indian,Indo-Pacific
-47.5,74.5,Indian,Indo-Pacific
-47.5,75.5,Indian,Indo-Pacific
-47.5,76.5,Indian,Indo-Pacific
-47.5,77.5,Indian,Indo-Pacific
-47.5,78.5,Indian,Indo-Pacific
-47.5,79.5,Indian,Indo-Pacific
-47.5,80.5,Indian,Indo-Pacific
-47.5,81.5,Indian,Indo-Pacific
-47.5,82.5,Indian,Indo-Pacific
-47.5,83.5,Indian,Indo-Pacific
-47.5,84.5,Indian,Indo-Pacific
-47.5,85.5,Indian,Indo-Pacific
-47.5,86.5,Indian,Indo-Pacific
-47.5,87.5,Indian,Indo-Pacific
-47.5,88.5,Indian,Indo-Pacific
-47.5,89.5,Indian,Indo-Pacific
-47.5,90.5,Indian,Indo-Pacific
-47.5,91.5,Indian,Indo-Pacific
-47.5,92.5,Indian,Indo-Pacific
-47.5,93.5,Indian,Indo-Pacific
-47.5,94.5,Indian,Indo-Pacific
-47.5,95.5,Indian,Indo-Pacific
-47.5,96.5,Indian,Indo-Pacific
-47.5,97.5,Indian,Indo-Pacific
-47.5,98.5,Indian,Indo-Pacific
-47.5,99.5,Indian,Indo-Pacific
-47.5,100.5,Indian,Indo-Pacific
-47.5,101.5,Indian,Indo-Pacific
-47.5,102.5,Indian,Indo-Pacific
-47.5,103.5,Indian,Indo-Pacific
-47.5,104.5,Indian,Indo-Pacific
-47.5,105.5,Indian,Indo-Pacific
-47.5,106.5,Indian,Indo-Pacific
-47.5,107.5,Indian,Indo-Pacific
-47.5,108.5,Indian,Indo-Pacific
-47.5,109.5,Indian,Indo-Pacific
-47.5,110.5,Indian,Indo-Pacific
-47.5,111.5,Indian,Indo-Pacific
-47.5,112.5,Indian,Indo-Pacific
-47.5,113.5,Indian,Indo-Pacific
-47.5,114.5,Indian,Indo-Pacific
-47.5,115.5,Indian,Indo-Pacific
-47.5,116.5,Indian,Indo-Pacific
-47.5,117.5,Indian,Indo-Pacific
-47.5,118.5,Indian,Indo-Pacific
-47.5,119.5,Indian,Indo-Pacific
-47.5,120.5,Indian,Indo-Pacific
-47.5,121.5,Indian,Indo-Pacific
-47.5,122.5,Indian,Indo-Pacific
-47.5,123.5,Indian,Indo-Pacific
-47.5,124.5,Indian,Indo-Pacific
-47.5,125.5,Indian,Indo-Pacific
-47.5,126.5,Indian,Indo-Pacific
-47.5,127.5,Indian,Indo-Pacific
-47.5,128.5,Indian,Indo-Pacific
-47.5,129.5,Indian,Indo-Pacific
-47.5,130.5,Indian,Indo-Pacific
-47.5,131.5,Indian,Indo-Pacific
-47.5,132.5,Indian,Indo-Pacific
-47.5,133.5,Indian,Indo-Pacific
-47.5,134.5,Indian,Indo-Pacific
-47.5,135.5,Indian,Indo-Pacific
-47.5,136.5,Indian,Indo-Pacific
-47.5,137.5,Indian,Indo-Pacific
-47.5,138.5,Indian,Indo-Pacific
-47.5,139.5,Indian,Indo-Pacific
-47.5,140.5,Indian,Indo-Pacific
-47.5,141.5,Indian,Indo-Pacific
-47.5,142.5,Indian,Indo-Pacific
-47.5,143.5,Indian,Indo-Pacific
-47.5,144.5,Indian,Indo-Pacific
-47.5,145.5,Indian,Indo-Pacific
-47.5,146.5,Indian,Indo-Pacific
-47.5,147.5,Pacific,Indo-Pacific
-47.5,148.5,Pacific,Indo-Pacific
-47.5,149.5,Pacific,Indo-Pacific
-47.5,150.5,Pacific,Indo-Pacific
-47.5,151.5,Pacific,Indo-Pacific
-47.5,152.5,Pacific,Indo-Pacific
-47.5,153.5,Pacific,Indo-Pacific
-47.5,154.5,Pacific,Indo-Pacific
-47.5,155.5,Pacific,Indo-Pacific
-47.5,156.5,Pacific,Indo-Pacific
-47.5,157.5,Pacific,Indo-Pacific
-47.5,158.5,Pacific,Indo-Pacific
-47.5,159.5,Pacific,Indo-Pacific
-47.5,160.5,Pacific,Indo-Pacific
-47.5,161.5,Pacific,Indo-Pacific
-47.5,162.5,Pacific,Indo-Pacific
-47.5,163.5,Pacific,Indo-Pacific
-47.5,164.5,Pacific,Indo-Pacific
-47.5,165.5,Pacific,Indo-Pacific
-47.5,166.5,Pacific,Indo-Pacific
-47.5,167.5,Pacific,Indo-Pacific
-47.5,168.5,Pacific,Indo-Pacific
-47.5,169.5,Pacific,Indo-Pacific
-47.5,170.5,Pacific,Indo-Pacific
-47.5,171.5,Pacific,Indo-Pacific
-47.5,172.5,Pacific,Indo-Pacific
-47.5,173.5,Pacific,Indo-Pacific
-47.5,174.5,Pacific,Indo-Pacific
-47.5,175.5,Pacific,Indo-Pacific
-47.5,176.5,Pacific,Indo-Pacific
-47.5,177.5,Pacific,Indo-Pacific
-47.5,178.5,Pacific,Indo-Pacific
-47.5,179.5,Pacific,Indo-Pacific
-47.5,180.5,Pacific,Indo-Pacific
-47.5,181.5,Pacific,Indo-Pacific
-47.5,182.5,Pacific,Indo-Pacific
-47.5,183.5,Pacific,Indo-Pacific
-47.5,184.5,Pacific,Indo-Pacific
-47.5,185.5,Pacific,Indo-Pacific
-47.5,186.5,Pacific,Indo-Pacific
-47.5,187.5,Pacific,Indo-Pacific
-47.5,188.5,Pacific,Indo-Pacific
-47.5,189.5,Pacific,Indo-Pacific
-47.5,190.5,Pacific,Indo-Pacific
-47.5,191.5,Pacific,Indo-Pacific
-47.5,192.5,Pacific,Indo-Pacific
-47.5,193.5,Pacific,Indo-Pacific
-47.5,194.5,Pacific,Indo-Pacific
-47.5,195.5,Pacific,Indo-Pacific
-47.5,196.5,Pacific,Indo-Pacific
-47.5,197.5,Pacific,Indo-Pacific
-47.5,198.5,Pacific,Indo-Pacific
-47.5,199.5,Pacific,Indo-Pacific
-47.5,200.5,Pacific,Indo-Pacific
-47.5,201.5,Pacific,Indo-Pacific
-47.5,202.5,Pacific,Indo-Pacific
-47.5,203.5,Pacific,Indo-Pacific
-47.5,204.5,Pacific,Indo-Pacific
-47.5,205.5,Pacific,Indo-Pacific
-47.5,206.5,Pacific,Indo-Pacific
-47.5,207.5,Pacific,Indo-Pacific
-47.5,208.5,Pacific,Indo-Pacific
-47.5,209.5,Pacific,Indo-Pacific
-47.5,210.5,Pacific,Indo-Pacific
-47.5,211.5,Pacific,Indo-Pacific
-47.5,212.5,Pacific,Indo-Pacific
-47.5,213.5,Pacific,Indo-Pacific
-47.5,214.5,Pacific,Indo-Pacific
-47.5,215.5,Pacific,Indo-Pacific
-47.5,216.5,Pacific,Indo-Pacific
-47.5,217.5,Pacific,Indo-Pacific
-47.5,218.5,Pacific,Indo-Pacific
-47.5,219.5,Pacific,Indo-Pacific
-47.5,220.5,Pacific,Indo-Pacific
-47.5,221.5,Pacific,Indo-Pacific
-47.5,222.5,Pacific,Indo-Pacific
-47.5,223.5,Pacific,Indo-Pacific
-47.5,224.5,Pacific,Indo-Pacific
-47.5,225.5,Pacific,Indo-Pacific
-47.5,226.5,Pacific,Indo-Pacific
-47.5,227.5,Pacific,Indo-Pacific
-47.5,228.5,Pacific,Indo-Pacific
-47.5,229.5,Pacific,Indo-Pacific
-47.5,230.5,Pacific,Indo-Pacific
-47.5,231.5,Pacific,Indo-Pacific
-47.5,232.5,Pacific,Indo-Pacific
-47.5,233.5,Pacific,Indo-Pacific
-47.5,234.5,Pacific,Indo-Pacific
-47.5,235.5,Pacific,Indo-Pacific
-47.5,236.5,Pacific,Indo-Pacific
-47.5,237.5,Pacific,Indo-Pacific
-47.5,238.5,Pacific,Indo-Pacific
-47.5,239.5,Pacific,Indo-Pacific
-47.5,240.5,Pacific,Indo-Pacific
-47.5,241.5,Pacific,Indo-Pacific
-47.5,242.5,Pacific,Indo-Pacific
-47.5,243.5,Pacific,Indo-Pacific
-47.5,244.5,Pacific,Indo-Pacific
-47.5,245.5,Pacific,Indo-Pacific
-47.5,246.5,Pacific,Indo-Pacific
-47.5,247.5,Pacific,Indo-Pacific
-47.5,248.5,Pacific,Indo-Pacific
-47.5,249.5,Pacific,Indo-Pacific
-47.5,250.5,Pacific,Indo-Pacific
-47.5,251.5,Pacific,Indo-Pacific
-47.5,252.5,Pacific,Indo-Pacific
-47.5,253.5,Pacific,Indo-Pacific
-47.5,254.5,Pacific,Indo-Pacific
-47.5,255.5,Pacific,Indo-Pacific
-47.5,256.5,Pacific,Indo-Pacific
-47.5,257.5,Pacific,Indo-Pacific
-47.5,258.5,Pacific,Indo-Pacific
-47.5,259.5,Pacific,Indo-Pacific
-47.5,260.5,Pacific,Indo-Pacific
-47.5,261.5,Pacific,Indo-Pacific
-47.5,262.5,Pacific,Indo-Pacific
-47.5,263.5,Pacific,Indo-Pacific
-47.5,264.5,Pacific,Indo-Pacific
-47.5,265.5,Pacific,Indo-Pacific
-47.5,266.5,Pacific,Indo-Pacific
-47.5,267.5,Pacific,Indo-Pacific
-47.5,268.5,Pacific,Indo-Pacific
-47.5,269.5,Pacific,Indo-Pacific
-47.5,270.5,Pacific,Indo-Pacific
-47.5,271.5,Pacific,Indo-Pacific
-47.5,272.5,Pacific,Indo-Pacific
-47.5,273.5,Pacific,Indo-Pacific
-47.5,274.5,Pacific,Indo-Pacific
-47.5,275.5,Pacific,Indo-Pacific
-47.5,276.5,Pacific,Indo-Pacific
-47.5,277.5,Pacific,Indo-Pacific
-47.5,278.5,Pacific,Indo-Pacific
-47.5,279.5,Pacific,Indo-Pacific
-47.5,280.5,Pacific,Indo-Pacific
