lat,lon,basin_AIP,basin
-77.5,165.5,Pacific,Indo-Pacific
-77.5,181.5,Pacific,Indo-Pacific
-77.5,182.5,Pacific,Indo-Pacific
-77.5,183.5,Pacific,Indo-Pacific
-77.5,184.5,Pacific,Indo-Pacific
-77.5,185.5,Pacific,Indo-Pacific
-77.5,186.5,Pacific,Indo-Pacific
-77.5,187.5,Pacific,Indo-Pacific
-77.5,188.5,Pacific,Indo-Pacific
-77.5,189.5,Pacific,Indo-Pacific
-77.5,190.5,Pacific,Indo-Pacific
-77.5,191.5,Pacific,Indo-Pacific
-77.5,192.5,Pacific,Indo-Pacific
-77.5,193.5,Pacific,Indo-Pacific
-77.5,194.5,Pacific,Indo-Pacific
-77.5,195.5,Pacific,Indo-Pacific
-77.5,196.5,Pacific,Indo-Pacific
-77.5,197.5,Pacific,Indo-Pacific
-77.5,198.5,Pacific,Indo-Pacific
-77.5,199.5,Pacific,Indo-Pacific
-77.5,200.5,Pacific,Indo-Pacific
-77.5,315.5,Atlantic,Atlantic
-77.5,316.5,Atlantic,Atlantic
-77.5,317.5,Atlantic,Atlantic
-77.5,318.5,Atlantic,Atlantic
-77.5,319.5,Atlantic,Atlantic
-77.5,320.5,Atlantic,Atlantic
-77.5,321.5,Atlantic,Atlantic
-77.5,322.5,Atlantic,Atlantic
-77.5,323.5,Atlantic,Atlantic
-77.5,324.5,Atlantic,Atlantic
-76.5,164.5,Pacific,Indo-Pacific
-76.5,165.5,Pacific,Indo-Pacific
-76.5,166.5,Pacific,Indo-Pacific
-76.5,167.5,Pacific,Indo-Pacific
-76.5,168.5,Pacific,Indo-Pacific
-76.5,169.5,Pacific,Indo-Pacific
-76.5,170.5,Pacific,Indo-Pacific
-76.5,171.5,Pacific,Indo-Pacific
-76.5,172.5,Pacific,Indo-Pacific
-76.5,173.5,Pacific,Indo-Pacific
-76.5,174.5,Pacific,Indo-Pacific
-76.5,175.5,Pacific,Indo-Pacific
-76.5,176.5,Pacific,Indo-Pacific
-76.5,177.5,Pacific,Indo-Pacific
-76.5,178.5,Pacific,Indo-Pacific
-76.5,179.5,Pacific,Indo-Pacific
-76.5,180.5,Pacific,Indo-Pacific
-76.5,181.5,Pacific,Indo-Pacific
-76.5,182.5,Pacific,Indo-Pacific
-76.5,183.5,Pacific,Indo-Pacific
-76.5,184.5,Pacific,Indo-Pacific
-76.5,185.5,Pacific,Indo-Pacific
-76.5,186.5,Pacific,Indo-Pacific
-76.5,187.5,Pacific,Indo-Pacific
-76.5,188.5,Pacific,Indo-Pacific
-76.5,189.5,Pacific,Indo-Pacific
-76.5,190.5,Pacific,Indo-Pacific
-76.5,191.5,Pacific,Indo-Pacific
-76.5,192.5,Pacific,Indo-Pacific
-76.5,193.5,Pacific,Indo-Pacific
-76.5,194.5,Pacific,Indo-Pacific
-76.5,195.5,Pacific,Indo-Pacific
-76.5,196.5,Pacific,Indo-Pacific
-76.5,197.5,Pacific,Indo-Pacific
-76.5,198.5,Pacific,Indo-Pacific
-76.5,199.5,Pacific,Indo-Pacific
-76.5,200.5,Pacific,Indo-Pacific
-76.5,201.5,Pacific,Indo-Pacific
-76.5,202.5,Pacific,Indo-Pacific
-76.5,203.5,Pacific,Indo-Pacific
-76.5,204.5,Pacific,Indo-Pacific
-76.5,205.5,Pacific,Indo-Pacific
-76.5,206.5,Pacific,Indo-Pacific
-76.5,207.5,Pacific,Indo-Pacific
-76.5,208.5,Pacific,Indo-Pacific
-76.5,310.5,Atlantic,Atlantic
-76.5,311.5,Atlantic,Atlantic
-76.5,312.5,Atlantic,Atlantic
-76.5,313.5,Atlantic,Atlantic
-76.5,314.5,Atlantic,Atlantic
-76.5,315.5,Atlantic,Atlantic
-76.5,316.5,Atlantic,Atlantic
-76.5,317.5,Atlantic,Atlantic
-76.5,318.5,Atlantic,Atlantic
-76.5,319.5,Atlantic,Atlantic
-76.5,320.5,Atlantic,Atlantic
-76.5,321.5,Atlantic,Atlantic
-76.5,322.5,Atlantic,Atlantic
-76.5,323.5,Atlantic,Atlantic
-76.5,324.5,Atlantic,Atlantic
-76.5,325.5,Atlantic,Atlantic
-76.5,326.5,Atlantic,Atlantic
-76.5,327.5,Atlantic,Atlantic
-76.5,328.5,Atlantic,Atlantic
-75.5,164.5,Pacific,Indo-Pacific
-75.5,165.5,Pacific,Indo-Pacific
-75.5,166.5,Pacific,Indo-Pacific
-75.5,167.5,Pacific,Indo-Pacific
-75.5,168.5,Pacific,Indo-Pacific
-75.5,169.5,Pacific,Indo-Pacific
-75.5,170.5,Pacific,Indo-Pacific
-75.5,171.5,Pacific,Indo-Pacific
-75.5,172.5,Pacific,Indo-Pacific
-75.5,173.5,Pacific,Indo-Pacific
-75.5,174.5,Pacific,Indo-Pacific
-75.5,175.5,Pacific,Indo-Pacific
-75.5,176.5,Pacific,Indo-Pacific
-75.5,177.5,Pacific,Indo-Pacific
-75.5,178.5,Pacific,Indo-Pacific
-75.5,179.5,Pacific,Indo-Pacific
-75.5,180.5,Pacific,Indo-Pacific
-75.5,181.5,Pacific,Indo-Pacific
-75.5,182.5,Pacific,Indo-Pacific
-75.5,183.5,Pacific,Indo-Pacific
-75.5,184.5,Pacific,Indo-Pacific
-75.5,185.5,Pacific,Indo-Pacific
-75.5,186.5,Pacific,Indo-Pacific
-75.5,187.5,Pacific,Indo-Pacific
-75.5,188.5,Pacific,Indo-Pacific
-75.5,189.5,Pacific,Indo-Pacific
-75.5,190.5,Pacific,Indo-Pacific
-75.5,191.5,Pacific,Indo-Pacific
-75.5,192.5,Pacific,Indo-Pacific
-75.5,193.5,Pacific,Indo-Pacific
-75.5,194.5,Pacific,Indo-Pacific
-75.5,195.5,Pacific,Indo-Pacific
-75.5,196.5,Pacific,Indo-Pacific
-75.5,197.5,Pacific,Indo-Pacific
-75.5,198.5,Pacific,Indo-Pacific
-75.5,199.5,Pacific,Indo-Pacific
-75.5,200.5,Pacific,Indo-Pacific
-75.5,201.5,Pacific,Indo-Pacific
-75.5,202.5,Pacific,Indo-Pacific
-75.5,203.5,Pacific,Indo-Pacific
-75.5,204.5,Pacific,Indo-Pacific
-75.5,205.5,Pacific,Indo-Pacific
-75.5,206.5,Pacific,Indo-Pacific
-75.5,207.5,Pacific,Indo-Pacific
-75.5,208.5,Pacific,Indo-Pacific
-75.5,209.5,Pacific,Indo-Pacific
-75.5,210.5,Pacific,Indo-Pacific
-75.5,211.5,Pacific,Indo-Pacific
-75.5,304.5,Atlantic,Atlantic
-75.5,305.5,Atlantic,Atlantic
-75.5,306.5,Atlantic,Atlantic
-75.5,307.5,Atlantic,Atlantic
-75.5,308.5,Atlantic,Atlantic
-75.5,309.5,Atlantic,Atlantic
-75.5,310.5,Atlantic,Atlantic
-75.5,311.5,Atlantic,Atlantic
-75.5,312.5,Atlantic,Atlantic
-75.5,313.5,Atlantic,Atlantic
-75.5,314.5,Atlantic,Atlantic
-75.5,315.5,Atlantic,Atlantic
-75.5,316.5,Atlantic,Atlantic
-75.5,317.5,Atlantic,Atlantic
-75.5,318.5,Atlantic,Atlantic
-75.5,319.5,Atlantic,Atlantic
-75.5,320.5,Atlantic,Atlantic
-75.5,321.5,Atlantic,Atlantic
-75.5,322.5,Atlantic,Atlantic
-75.5,323.5,Atlantic,Atlantic
-75.5,324.5,Atlantic,Atlantic
-75.5,325.5,Atlantic,Atlantic
-75.5,326.5,Atlantic,Atlantic
-75.5,327.5,Atlantic,Atlantic
-75.5,328.5,Atlantic,Atlantic
-75.5,329.5,Atlantic,Atlantic
-75.5,330.5,Atlantic,Atlantic
-75.5,331.5,Atlantic,Atlantic
-75.5,332.5,Atlantic,Atlantic
-74.5,166.5,Pacific,Indo-Pacific
-74.5,167.5,Pacific,Indo-Pacific
-74.5,168.5,Pacific,Indo-Pacific
-74.5,169.5,Pacific,Indo-Pacific
-74.5,170.5,Pacific,Indo-Pacific
-74.5,171.5,Pacific,Indo-Pacific
-74.5,172.5,Pacific,Indo-Pacific
-74.5,173.5,Pacific,Indo-Pacific
-74.5,174.5,Pacific,Indo-Pacific
-74.5,175.5,Pacific,Indo-Pacific
-74.5,176.5,Pacific,Indo-Pacific
-74.5,177.5,Pacific,Indo-Pacific
-74.5,178.5,Pacific,Indo-Pacific
-74.5,179.5,Pacific,Indo-Pacific
-74.5,180.5,Pacific,Indo-Pacific
-74.5,181.5,Pacific,Indo-Pacific
-74.5,182.5,Pacific,Indo-Pacific
-74.5,183.5,Pacific,Indo-Pacific
-74.5,184.5,Pacific,Indo-Pacific
-74.5,185.5,Pacific,Indo-Pacific
-74.5,186.5,Pacific,Indo-Pacific
-74.5,187.5,Pacific,Indo-Pacific
-74.5,188.5,Pacific,Indo-Pacific
-74.5,189.5,Pacific,Indo-Pacific
-74.5,190.5,Pacific,Indo-Pacific
-74.5,191.5,Pacific,Indo-Pacific
-74.5,192.5,Pacific,Indo-Pacific
-74.5,193.5,Pacific,Indo-Pacific
-74.5,194.5,Pacific,Indo-Pacific
-74.5,195.5,Pacific,Indo-Pacific
-74.5,196.5,Pacific,Indo-Pacific
-74.5,197.5,Pacific,Indo-Pacific
-74.5,198.5,Pacific,Indo-Pacific
-74.5,199.5,Pacific,Indo-Pacific
-74.5,200.5,Pacific,Indo-Pacific
-74.5,201.5,Pacific,Indo-Pacific
-74.5,202.5,Pacific,Indo-Pacific
-74.5,203.5,Pacific,Indo-Pacific
-74.5,204.5,Pacific,Indo-Pacific
-74.5,205.5,Pacific,Indo-Pacific
-74.5,206.5,Pacific,Indo-Pacific
-74.5,207.5,Pacific,Indo-Pacific
-74.5,208.5,Pacific,Indo-Pacific
-74.5,209.5,Pacific,Indo-Pacific
-74.5,210.5,Pacific,Indo-Pacific
-74.5,211.5,Pacific,Indo-Pacific
-74.5,212.5,Pacific,Indo-Pacific
-74.5,213.5,Pacific,Indo-Pacific
-74.5,214.5,Pacific,Indo-Pacific
-74.5,215.5,Pacific,Indo-Pacific
-74.5,216.5,Pacific,Indo-Pacific
-74.5,217.5,Pacific,Indo-Pacific
-74.5,218.5,Pacific,Indo-Pacific
-74.5,219.5,Pacific,Indo-Pacific
-74.5,220.5,Pacific,Indo-Pacific
-74.5,221.5,Pacific,Indo-Pacific
-74.5,222.5,Pacific,Indo-Pacific
-74.5,251.5,Pacific,Indo-Pacific
-74.5,300.5,Atlantic,Atlantic
-74.5,301.5,Atlantic,Atlantic
-74.5,302.5,Atlantic,Atlantic
-74.5,303.5,Atlantic,Atlantic
-74.5,304.5,Atlantic,Atlantic
-74.5,305.5,Atlantic,Atlantic
-74.5,306.5,Atlantic,Atlantic
-74.5,307.5,Atlantic,Atlantic
-74.5,308.5,Atlantic,Atlantic
-74.5,309.5,Atlantic,Atlantic
-74.5,310.5,Atlantic,Atlantic
-74.5,311.5,Atlantic,Atlantic
-74.5,312.5,Atlantic,Atlantic
-74.5,313.5,Atlantic,Atlantic
-74.5,314.5,Atlantic,Atlantic
-74.5,315.5,Atlantic,Atlantic
-74.5,316.5,Atlantic,Atlantic
-74.5,317.5,Atlantic,Atlantic
-74.5,318.5,Atlantic,Atlantic
-74.5,319.5,Atlantic,Atlantic
-74.5,320.5,Atlantic,Atlantic
-74.5,321.5,Atlantic,Atlantic
-74.5,322.5,Atlantic,Atlantic
-74.5,323.5,Atlantic,Atlantic
-74.5,324.5,Atlantic,Atlantic
-74.5,325.5,Atlantic,Atlantic
-74.5,326.5,Atlantic,Atlantic
-74.5,327.5,Atlantic,Atlantic
-74.5,328.5,Atlantic,Atlantic
-74.5,329.5,Atlantic,Atlantic
-74.5,330.5,Atlantic,Atlantic
-74.5,331.5,Atlantic,Atlantic
-74.5,332.5,Atlantic,Atlantic
-74.5,333.5,Atlantic,Atlantic
-74.5,334.5,Atlantic,Atlantic
-73.5,170.5,Pacific,Indo-Pacific
-73.5,171.5,Pacific,Indo-Pacific
-73.5,172.5,Pacific,Indo-Pacific
-73.5,173.5,Pacific,Indo-Pacific
-73.5,174.5,Pacific,Indo-Pacific
-73.5,175.5,Pacific,Indo-Pacific
-73.5,176.5,Pacific,Indo-Pacific
-73.5,177.5,Pacific,Indo-Pacific
-73.5,178.5,Pacific,Indo-Pacific
-73.5,179.5,Pacific,Indo-Pacific
-73.5,180.5,Pacific,Indo-Pacific
-73.5,181.5,Pacific,Indo-Pacific
-73.5,182.5,Pacific,Indo-Pacific
-73.5,183.5,Pacific,Indo-Pacific
-73.5,184.5,Pacific,Indo-Pacific
-73.5,185.5,Pacific,Indo-Pacific
-73.5,186.5,Pacific,Indo-Pacific
-73.5,187.5,Pacific,Indo-Pacific
-73.5,188.5,Pacific,Indo-Pacific
-73.5,189.5,Pacific,Indo-Pacific
-73.5,190.5,Pacific,Indo-Pacific
-73.5,191.5,Pacific,Indo-Pacific
-73.5,192.5,Pacific,Indo-Pacific
-73.5,193.5,Pacific,Indo-Pacific
-73.5,194.5,Pacific,Indo-Pacific
-73.5,195.5,Pacific,Indo-Pacific
-73.5,196.5,Pacific,Indo-Pacific
-73.5,197.5,Pacific,Indo-Pacific
-73.5,198.5,Pacific,Indo-Pacific
-73.5,199.5,Pacific,Indo-Pacific
-73.5,200.5,Pacific,Indo-Pacific
-73.5,201.5,Pacific,Indo-Pacific
-73.5,202.5,Pacific,Indo-Pacific
-73.5,203.5,Pacific,Indo-Pacific
-73.5,204.5,Pacific,Indo-Pacific
-73.5,205.5,Pacific,Indo-Pacific
-73.5,206.5,Pacific,Indo-Pacific
-73.5,207.5,Pacific,Indo-Pacific
-73.5,208.5,Pacific,Indo-Pacific
-73.5,209.5,Pacific,Indo-Pacific
-73.5,210.5,Pacific,Indo-Pacific
-73.5,211.5,Pacific,Indo-Pacific
-73.5,212.5,Pacific,Indo-Pacific
-73.5,213.5,Pacific,Indo-Pacific
-73.5,214.5,Pacific,Indo-Pacific
-73.5,215.5,Pacific,Indo-Pacific
-73.5,216.5,Pacific,Indo-Pacific
-73.5,217.5,Pacific,Indo-Pacific
-73.5,218.5,Pacific,Indo-Pacific
-73.5,219.5,Pacific,Indo-Pacific
-73.5,220.5,Pacific,Indo-Pacific
-73.5,221.5,Pacific,Indo-Pacific
-73.5,222.5,Pacific,Indo-Pacific
-73.5,223.5,Pacific,Indo-Pacific
-73.5,224.5,Pacific,Indo-Pacific
-73.5,225.5,Pacific,Indo-Pacific
-73.5,226.5,Pacific,Indo-Pacific
-73.5,227.5,Pacific,Indo-Pacific
-73.5,228.5,Pacific,Indo-Pacific
-73.5,229.5,Pacific,Indo-Pacific
-73.5,230.5,Pacific,Indo-Pacific
-73.5,231.5,Pacific,Indo-Pacific
-73.5,232.5,Pacific,Indo-Pacific
-73.5,241.5,Pacific,Indo-Pacific
-73.5,242.5,Pacific,Indo-Pacific
-73.5,243.5,Pacific,Indo-Pacific
-73.5,244.5,Pacific,Indo-Pacific
-73.5,245.5,Pacific,Indo-Pacific
-73.5,246.5,Pacific,Indo-Pacific
-73.5,247.5,Pacific,Indo-Pacific
-73.5,248.5,Pacific,Indo-Pacific
-73.5,249.5,Pacific,Indo-Pacific
-73.5,250.5,Pacific,Indo-Pacific
-73.5,251.5,Pacific,Indo-Pacific
-73.5,252.5,Pacific,Indo-Pacific
-73.5,253.5,Pacific,Indo-Pacific
-73.5,254.5,Pacific,Indo-Pacific
-73.5,255.5,Pacific,Indo-Pacific
-73.5,300.5,Atlantic,Atlantic
-73.5,301.5,Atlantic,Atlantic
-73.5,302.5,Atlantic,Atlantic
-73.5,303.5,Atlantic,Atlantic
-73.5,304.5,Atlantic,Atlantic
-73.5,305.5,Atlantic,Atlantic
-73.5,306.5,Atlantic,Atlantic
-73.5,307.5,Atlantic,Atlantic
-73.5,308.5,Atlantic,Atlantic
-73.5,309.5,Atlantic,Atlantic
-73.5,310.5,Atlantic,Atlantic
-73.5,311.5,Atlantic,Atlantic
-73.5,312.5,Atlantic,Atlantic
-73.5,313.5,Atlantic,Atlantic
-73.5,314.5,Atlantic,Atlantic
-73.5,315.5,Atlantic,Atlantic
-73.5,316.5,Atlantic,Atlantic
-73.5,317.5,Atlantic,Atlantic
-73.5,318.5,Atlantic,Atlantic
-73.5,319.5,Atlantic,Atlantic
-73.5,320.5,Atlantic,Atlantic
-73.5,321.5,Atlantic,Atlantic
-73.5,322.5,Atlantic,Atlantic
-73.5,323.5,Atlantic,Atlantic
-73.5,324.5,Atlantic,Atlantic
-73.5,325.5,Atlantic,Atlantic
-73.5,326.5,Atlantic,Atlantic
-73.5,327.5,Atlantic,Atlantic
-73.5,328.5,Atlantic,Atlantic
-73.5,329.5,Atlantic,Atlantic
-73.5,330.5,Atlantic,Atlantic
-73.5,331.5,Atlantic,Atlantic
-73.5,332.5,Atlantic,Atlantic
-73.5,333.5,Atlantic,Atlantic
-73.5,334.5,Atlantic,Atlantic
-73.5,335.5,Atlantic,Atlantic
-73.5,336.5,Atlantic,Atlantic
-73.5,337.5,Atlantic,Atlantic
-73.5,338.5,Atlantic,Atlantic
-72.5,171.5,Pacific,Indo-Pacific
-72.5,172.5,Pacific,Indo-Pacific
-72.5,173.5,Pacific,Indo-Pacific
-72.5,174.5,Pacific,Indo-Pacific
-72.5,175.5,Pacific,Indo-Pacific
-72.5,176.5,Pacific,Indo-Pacific
-72.5,177.5,Pacific,Indo-Pacific
-72.5,178.5,Pacific,Indo-Pacific
-72.5,179.5,Pacific,Indo-Pacific
-72.5,180.5,Pacific,Indo-Pacific
-72.5,181.5,Pacific,Indo-Pacific
-72.5,182.5,Pacific,Indo-Pacific
-72.5,183.5,Pacific,Indo-Pacific
-72.5,184.5,Pacific,Indo-Pacific
-72.5,185.5,Pacific,Indo-Pacific
-72.5,186.5,Pacific,Indo-Pacific
-72.5,187.5,Pacific,Indo-Pacific
-72.5,188.5,Pacific,Indo-Pacific
-72.5,189.5,Pacific,Indo-Pacific
-72.5,190.5,Pacific,Indo-Pacific
-72.5,191.5,Pacific,Indo-Pacific
-72.5,192.5,Pacific,Indo-Pacific
-72.5,193.5,Pacific,Indo-Pacific
-72.5,194.5,Pacific,Indo-Pacific
-72.5,195.5,Pacific,Indo-Pacific
-72.5,196.5,Pacific,Indo-Pacific
-72.5,197.5,Pacific,Indo-Pacific
-72.5,198.5,Pacific,Indo-Pacific
-72.5,199.5,Pacific,Indo-Pacific
-72.5,200.5,Pacific,Indo-Pacific
-72.5,201.5,Pacific,Indo-Pacific
-72.5,202.5,Pacific,Indo-Pacific
-72.5,203.5,Pacific,Indo-Pacific
-72.5,204.5,Pacific,Indo-Pacific
-72.5,205.5,Pacific,Indo-Pacific
-72.5,206.5,Pacific,Indo-Pacific
-72.5,207.5,Pacific,Indo-Pacific
-72.5,208.5,Pacific,Indo-Pacific
-72.5,209.5,Pacific,Indo-Pacific
-72.5,210.5,Pacific,Indo-Pacific
-72.5,211.5,Pacific,Indo-Pacific
-72.5,212.5,Pacific,Indo-Pacific
-72.5,213.5,Pacific,Indo-Pacific
-72.5,214.5,Pacific,Indo-Pacific
-72.5,215.5,Pacific,Indo-Pacific
-72.5,216.5,Pacific,Indo-Pacific
-72.5,217.5,Pacific,Indo-Pacific
-72.5,218.5,Pacific,Indo-Pacific
-72.5,219.5,Pacific,Indo-Pacific
-72.5,220.5,Pacific,Indo-Pacific
-72.5,221.5,Pacific,Indo-Pacific
-72.5,222.5,Pacific,Indo-Pacific
-72.5,223.5,Pacific,Indo-Pacific
-72.5,224.5,Pacific,Indo-Pacific
-72.5,225.5,Pacific,Indo-Pacific
-72.5,226.5,Pacific,Indo-Pacific
-72.5,227.5,Pacific,Indo-Pacific
-72.5,228.5,Pacific,Indo-Pacific
-72.5,229.5,Pacific,Indo-Pacific
-72.5,230.5,Pacific,Indo-Pacific
-72.5,231.5,Pacific,Indo-Pacific
-72.5,232.5,Pacific,Indo-Pacific
-72.5,233.5,Pacific,Indo-Pacific
-72.5,234.5,Pacific,Indo-Pacific
-72.5,235.5,Pacific,Indo-Pacific
-72.5,236.5,Pacific,Indo-Pacific
-72.5,237.5,Pacific,Indo-Pacific
-72.5,238.5,Pacific,Indo-Pacific
-72.5,239.5,Pacific,Indo-Pacific
-72.5,240.5,Pacific,Indo-Pacific
-72.5,241.5,Pacific,Indo-Pacific
-72.5,242.5,Pacific,Indo-Pacific
-72.5,243.5,Pacific,Indo-Pacific
-72.5,244.5,Pacific,Indo-Pacific
-72.5,245.5,Pacific,Indo-Pacific
-72.5,246.5,Pacific,Indo-Pacific
-72.5,247.5,Pacific,Indo-Pacific
-72.5,248.5,Pacific,Indo-Pacific
-72.5,249.5,Pacific,Indo-Pacific
-72.5,250.5,Pacific,Indo-Pacific
-72.5,251.5,Pacific,Indo-Pacific
-72.5,252.5,Pacific,Indo-Pacific
-72.5,253.5,Pacific,Indo-Pacific
-72.5,254.5,Pacific,Indo-Pacific
-72.5,255.5,Pacific,Indo-Pacific
-72.5,274.5,Pacific,Indo-Pacific
-72.5,275.5,Pacific,Indo-Pacific
-72.5,276.5,Pacific,Indo-Pacific
-72.5,277.5,Pacific,Indo-Pacific
-72.5,278.5,Pacific,Indo-Pacific
-72.5,279.5,Pacific,Indo-Pacific
-72.5,280.5,Pacific,Indo-Pacific
-72.5,301.5,Atlantic,Atlantic
-72.5,302.5,Atlantic,Atlantic
-72.5,303.5,Atlantic,Atlantic
-72.5,304.5,Atlantic,Atlantic
-72.5,305.5,Atlantic,Atlantic
-72.5,306.5,Atlantic,Atlantic
-72.5,307.5,Atlantic,Atlantic
-72.5,308.5,Atlantic,Atlantic
-72.5,309.5,Atlantic,Atlantic
-72.5,310.5,Atlantic,Atlantic
-72.5,311.5,Atlantic,Atlantic
-72.5,312.5,Atlantic,Atlantic
-72.5,313.5,Atlantic,Atlantic
-72.5,314.5,Atlantic,Atlantic
-72.5,315.5,Atlantic,Atlantic
-72.5,316.5,Atlantic,Atlantic
-72.5,317.5,Atlantic,Atlantic
-72.5,318.5,Atlantic,Atlantic
-72.5,319.5,Atlantic,Atlantic
-72.5,320.5,Atlantic,Atlantic
-72.5,321.5,Atlantic,Atlantic
-72.5,322.5,Atlantic,Atlantic
-72.5,323.5,Atlantic,Atlantic
-72.5,324.5,Atlantic,Atlantic
-72.5,325.5,Atlantic,Atlantic
-72.5,326.5,Atlantic,Atlantic
-72.5,327.5,Atlantic,Atlantic
-72.5,328.5,Atlantic,Atlantic
-72.5,329.5,Atlantic,Atlantic
-72.5,330.5,Atlantic,Atlantic
-72.5,331.5,Atlantic,Atlantic
-72.5,332.5,Atlantic,Atlantic
-72.5,333.5,Atlantic,Atlantic
-72.5,334.5,Atlantic,Atlantic
-72.5,335.5,Atlantic,Atlantic
-72.5,336.5,Atlantic,Atlantic
-72.5,337.5,Atlantic,Atlantic
-72.5,338.5,Atlantic,Atlantic
-72.5,339.5,Atlantic,Atlantic
-72.5,340.5,Atlantic,Atlantic
-71.5,171.5,Pacific,Indo-Pacific
-71.5,172.5,Pacific,Indo-Pacific
-71.5,173.5,Pacific,Indo-Pacific
-71.5,174.5,Pacific,Indo-Pacific
-71.5,175.5,Pacific,Indo-Pacific
-71.5,176.5,Pacific,Indo-Pacific
-71.5,177.5,Pacific,Indo-Pacific
-71.5,178.5,Pacific,Indo-Pacific
-71.5,179.5,Pacific,Indo-Pacific
-71.5,180.5,Pacific,Indo-Pacific
-71.5,181.5,Pacific,Indo-Pacific
-71.5,182.5,Pacific,Indo-Pacific
-71.5,183.5,Pacific,Indo-Pacific
-71.5,184.5,Pacific,Indo-Pacific
-71.5,185.5,Pacific,Indo-Pacific
-71.5,186.5,Pacific,Indo-Pacific
-71.5,187.5,Pacific,Indo-Pacific
-71.5,188.5,Pacific,Indo-Pacific
-71.5,189.5,Pacific,Indo-Pacific
-71.5,190.5,Pacific,Indo-Pacific
-71.5,191.5,Pacific,Indo-Pacific
-71.5,192.5,Pacific,Indo-Pacific
-71.5,193.5,Pacific,Indo-Pacific
-71.5,194.5,Pacific,Indo-Pacific
-71.5,195.5,Pacific,Indo-Pacific
-71.5,196.5,Pacific,Indo-Pacific
-71.5,197.5,Pacific,Indo-Pacific
-71.5,198.5,Pacific,Indo-Pacific
-71.5,199.5,Pacific,Indo-Pacific
-71.5,200.5,Pacific,Indo-Pacific
-71.5,201.5,Pacific,Indo-Pacific
-71.5,202.5,Pacific,Indo-Pacific
-71.5,203.5,Pacific,Indo-Pacific
-71.5,204.5,Pacific,Indo-Pacific
-71.5,205.5,Pacific,Indo-Pacific
-71.5,206.5,Pacific,Indo-Pacific
-71.5,207.5,Pacific,Indo-Pacific
-71.5,208.5,Pacific,Indo-Pacific
-71.5,209.5,Pacific,Indo-Pacific
-71.5,210.5,Pacific,Indo-Pacific
-71.5,211.5,Pacific,Indo-Pacific
-71.5,212.5,Pacific,Indo-Pacific
-71.5,213.5,Pacific,Indo-Pacific
-71.5,214.5,Pacific,Indo-Pacific
-71.5,215.5,Pacific,Indo-Pacific
-71.5,216.5,Pacific,Indo-Pacific
-71.5,217.5,Pacific,Indo-Pacific
-71.5,218.5,Pacific,Indo-Pacific
-71.5,219.5,Pacific,Indo-Pacific
-71.5,220.5,Pacific,Indo-Pacific
-71.5,221.5,Pacific,Indo-Pacific
-71.5,222.5,Pacific,Indo-Pacific
-71.5,223.5,Pacific,Indo-Pacific
-71.5,224.5,Pacific,Indo-Pacific
-71.5,225.5,Pacific,Indo-Pacific
-71.5,226.5,Pacific,Indo-Pacific
-71.5,227.5,Pacific,Indo-Pacific
-71.5,228.5,Pacific,Indo-Pacific
-71.5,229.5,Pacific,Indo-Pacific
-71.5,230.5,Pacific,Indo-Pacific
-71.5,231.5,Pacific,Indo-Pacific
-71.5,232.5,Pacific,Indo-Pacific
-71.5,233.5,Pacific,Indo-Pacific
-71.5,234.5,Pacific,Indo-Pacific
-71.5,235.5,Pacific,Indo-Pacific
-71.5,236.5,Pacific,Indo-Pacific
-71.5,237.5,Pacific,Indo-Pacific
-71.5,238.5,Pacific,Indo-Pacific
-71.5,239.5,Pacific,Indo-Pacific
-71.5,240.5,Pacific,Indo-Pacific
-71.5,241.5,Pacific,Indo-Pacific
-71.5,242.5,Pacific,Indo-Pacific
-71.5,243.5,Pacific,Indo-Pacific
-71.5,244.5,Pacific,Indo-Pacific
-71.5,245.5,Pacific,Indo-Pacific
-71.5,246.5,Pacific,Indo-Pacific
-71.5,247.5,Pacific,Indo-Pacific
-71.5,248.5,Pacific,Indo-Pacific
-71.5,249.5,Pacific,Indo-Pacific
-71.5,250.5,Pacific,Indo-Pacific
-71.5,251.5,Pacific,Indo-Pacific
-71.5,252.5,Pacific,Indo-Pacific
-71.5,253.5,Pacific,Indo-Pacific
-71.5,254.5,Pacific,Indo-Pacific
-71.5,255.5,Pacific,Indo-Pacific
-71.5,256.5,Pacific,Indo-Pacific
-71.5,257.5,Pacific,Indo-Pacific
-71.5,258.5,Pacific,Indo-Pacific
-71.5,260.5,Pacific,Indo-Pacific
-71.5,264.5,Pacific,Indo-Pacific
-71.5,265.5,Pacific,Indo-Pacific
-71.5,266.5,Pacific,Indo-Pacific
-71.5,267.5,Pacific,Indo-Pacific
-71.5,268.5,Pacific,Indo-Pacific
-71.5,269.5,Pacific,Indo-Pacific
-71.5,270.5,Pacific,Indo-Pacific
-71.5,271.5,Pacific,Indo-Pacific
-71.5,272.5,Pacific,Indo-Pacific
-71.5,273.5,Pacific,Indo-Pacific
-71.5,274.5,Pacific,Indo-Pacific
-71.5,275.5,Pacific,Indo-Pacific
-71.5,276.5,Pacific,Indo-Pacific
-71.5,277.5,Pacific,Indo-Pacific
-71.5,278.5,Pacific,Indo-Pacific
-71.5,279.5,Pacific,Indo-Pacific
-71.5,280.5,Pacific,Indo-Pacific
-71.5,281.5,Pacific,Indo-Pacific
-71.5,282.5,Pacific,Indo-Pacific
