lon,lat,dist
335.5,59.5,0
335.5,59.5,0
335.5,59.5,0
335.5,59.5,0
335.5,59.5,0
335.5,59.5,0
335.5,59.5,0
335.5,59.5,0.11139511336951044
335.5,58.5,0.11139511336951044
335.5,58.5,0.11139511336951044
335.5,58.5,0.11139511336951044
335.5,58.5,0.11139511336951044
335.5,58.5,0.11139511336951044
335.5,58.5,0.11139511336951044
335.5,58.5,0.11139511336951044
335.5,58.5,0.22277274976193132
335.5,57.5,0.22277274976193132
335.5,57.5,0.22277274976193132
335.5,57.5,0.22277274976193132
335.5,57.5,0.22277274976193132
335.5,57.5,0.22277274976193132
335.5,57.5,0.22277274976193132
335.5,57.5,0.22277274976193132
335.5,57.5,0.334132613732388
335.5,56.5,0.334132613732388
335.5,56.5,0.334132613732388
335.5,56.5,0.334132613732388
335.5,56.5,0.334132613732388
335.5,56.5,0.334132613732388
335.5,56.5,0.334132613732388
335.5,56.5,0.334132613732388
335.5,56.5,0.44547443171786905
335.5,55.5,0.44547443171786905
335.5,55.5,0.44547443171786905
335.5,55.5,0.44547443171786905
335.5,55.5,0.44547443171786905
335.5,55.5,0.44547443171786905
335.5,55.5,0.44547443171786905
335.5,55.5,0.44547443171786905
335.5,55.5,0.5567979523562864
335.5,54.5,0.5567979523562864
335.5,54.5,0.5567979523562864
335.5,54.5,0.5567979523562864
335.5,54.5,0.5567979523562864
335.5,54.5,0.5567979523562864
335.5,54.5,0.5567979523562864
335.5,54.5,0.5567979523562864
335.5,54.5,0.6681029467774602
335.5,53.5,0.6681029467774602
335.5,53.5,0.6681029467774602
335.5,53.5,0.6681029467774602
335.5,53.5,0.6681029467774602
335.5,53.5,0.6681029467774602
335.5,53.5,0.6681029467774602
335.5,53.5,0.6681029467774602
335.5,53.5,0.7793892088657239
335.5,52.5,0.7793892088657239
335.5,52.5,0.7793892088657239
335.5,52.5,0.7793892088657239
335.5,52.5,0.7793892088657239
335.5,52.5,0.7793892088657239
335.5,52.5,0.7793892088657239
335.5,52.5,0.7793892088657239
335.5,52.5,0.8906565554939319
335.5,51.5,0.8906565554939319
335.5,51.5,0.8906565554939319
335.5,51.5,0.8906565554939319
335.5,51.5,0.8906565554939319
335.5,51.5,0.8906565554939319
335.5,51.5,0.8906565554939319
335.5,51.5,0.8906565554939319
335.5,51.5,1.0019048267286528
335.5,50.5,1.0019048267286528
335.5,50.5,1.0019048267286528
335.5,50.5,1.0019048267286528
335.5,50.5,1.0019048267286528
335.5,50.5,1.0019048267286528
335.5,50.5,1.0019048267286528
335.5,50.5,1.0019048267286528
335.5,50.5,1.1131338860063953
335.5,49.5,1.1131338860063953
335.5,49.5,1.1131338860063953
335.5,49.5,1.1131338860063953
335.5,49.5,1.1131338860063953
335.5,49.5,1.1131338860063953
335.5,49.5,1.1131338860063953
335.5,49.5,1.1131338860063953
335.5,49.5,1.2243436202807407
335.5,48.5,1.2243436202807407
335.5,48.5,1.2243436202807407
335.5,48.5,1.2243436202807407
335.5,48.5,1.2243436202807407
335.5,48.5,1.2243436202807407
335.5,48.5,1.2243436202807407
335.5,48.5,1.2243436202807407
335.5,48.5,1.3355339401403024
335.5,47.5,1.3355339401403024
335.5,47.5,1.3355339401403024
335.5,47.5,1.3355339401403024
335.5,47.5,1.3355339401403024
335.5,47.5,1.3355339401403024
335.5,47.5,1.3355339401403024
335.5,47.5,1.3355339401403024
335.5,47.5,1.4467047798974535
335.5,46.5,1.4467047798974535
335.5,46.5,1.4467047798974535
335.5,46.5,1.4467047798974535
335.5,46.5,1.4467047798974535
335.5,46.5,1.4467047798974535
335.5,46.5,1.4467047798974535
335.5,46.5,1.4467047798974535
335.5,46.5,1.5578560976478328
335.5,45.5,1.5578560976478328
335.5,45.5,1.5578560976478328
335.5,45.5,1.5578560976478328
335.5,45.5,1.5578560976478328
335.5,45.5,1.5578560976478328
335.5,45.5,1.5578560976478328
335.5,45.5,1.5578560976478328
335.5,45.5,1.668987875300636
335.5,44.5,1.668987875300636
335.5,44.5,1.668987875300636
335.5,44.5,1.668987875300636
335.5,44.5,1.668987875300636
335.5,44.5,1.668987875300636
335.5,44.5,1.668987875300636
335.5,44.5,1.668987875300636
335.5,44.5,1.780100118579769
335.5,43.5,1.780100118579769
335.5,43.5,1.780100118579769
335.5,43.5,1.780100118579769
335.5,43.5,1.780100118579769
335.5,43.5,1.780100118579769
335.5,43.5,1.780100118579769
335.5,43.5,1.780100118579769
335.5,43.5,1.8911928569959666
335.5,42.5,1.8911928569959666
335.5,42.5,1.8911928569959666
335.5,42.5,1.8911928569959666
335.5,42.5,1.8911928569959666
335.5,42.5,1.8911928569959666
335.5,42.5,1.8911928569959666
335.5,42.5,1.8911928569959666
335.5,42.5,2.0022661437900036
335.5,41.5,2.0022661437900036
335.5,41.5,2.0022661437900036
335.5,41.5,2.0022661437900036
335.5,41.5,2.0022661437900036
335.5,41.5,2.0022661437900036
335.5,41.5,2.0022661437900036
335.5,41.5,2.0022661437900036
335.5,41.5,2.113320055847168
335.5,40.5,2.113320055847168
335.5,40.5,2.113320055847168
335.5,40.5,2.113320055847168
335.5,40.5,2.113320055847168
335.5,40.5,2.113320055847168
335.5,40.5,2.113320055847168
335.5,40.5,2.113320055847168
335.5,40.5,2.2243546935832126
335.5,39.5,2.2243546935832126
335.5,39.5,2.2243546935832126
335.5,39.5,2.2243546935832126
335.5,39.5,2.2243546935832126
335.5,39.5,2.2243546935832126
335.5,39.5,2.2243546935832126
335.5,39.5,2.2243546935832126
335.5,39.5,2.335370180802012
335.5,38.5,2.335370180802012
335.5,38.5,2.335370180802012
335.5,38.5,2.335370180802012
335.5,38.5,2.335370180802012
335.5,38.5,2.335370180802012
335.5,38.5,2.335370180802012
335.5,38.5,2.335370180802012
335.5,38.5,2.4463666645251982
335.5,37.5,2.4463666645251982
335.5,37.5,2.4463666645251982
335.5,37.5,2.4463666645251982
335.5,37.5,2.4463666645251982
335.5,37.5,2.4463666645251982
335.5,37.5,2.4463666645251982
335.5,37.5,2.4463666645251982
335.5,37.5,2.5573443147940793
335.5,36.5,2.5573443147940793
335.5,36.5,2.5573443147940793
335.5,36.5,2.5573443147940793
335.5,36.5,2.5573443147940793
335.5,36.5,2.5573443147940793
335.5,36.5,2.5573443147940793
335.5,36.5,2.5573443147940793
335.5,36.5,2.6683033244441674
335.5,35.5,2.6683033244441674
335.5,35.5,2.6683033244441674
335.5,35.5,2.6683033244441674
335.5,35.5,2.6683033244441674
335.5,35.5,2.6683033244441674
335.5,35.5,2.6683033244441674
335.5,35.5,2.6683033244441674
335.5,35.5,2.7792439088526892
335.5,34.5,2.7792439088526892
335.5,34.5,2.7792439088526892
335.5,34.5,2.7792439088526892
335.5,34.5,2.7792439088526892
335.5,34.5,2.7792439088526892
335.5,34.5,2.7792439088526892
335.5,34.5,2.7792439088526892
335.5,34.5,2.8901663056594606
335.5,33.5,2.8901663056594606
335.5,33.5,2.8901663056594606
335.5,33.5,2.8901663056594606
335.5,33.5,2.8901663056594606
335.5,33.5,2.8901663056594606
335.5,33.5,2.8901663056594606
335.5,33.5,2.8901663056594606
335.5,33.5,3.0010707744615535
335.5,32.5,3.0010707744615535
335.5,32.5,3.0010707744615535
335.5,32.5,3.0010707744615535
335.5,32.5,3.0010707744615535
335.5,32.5,3.0010707744615535
335.5,32.5,3.0010707744615535
335.5,32.5,3.0010707744615535
335.5,32.5,3.111957596482197
335.5,31.5,3.111957596482197
335.5,31.5,3.111957596482197
335.5,31.5,3.111957596482197
335.5,31.5,3.111957596482197
335.5,31.5,3.111957596482197
335.5,31.5,3.111957596482197
335.5,31.5,3.111957596482197
335.5,31.5,3.222827074214387
335.5,30.5,3.222827074214387
335.5,30.5,3.222827074214387
335.5,30.5,3.222827074214387
335.5,30.5,3.222827074214387
335.5,30.5,3.222827074214387
335.5,30.5,3.222827074214387
335.5,30.5,3.222827074214387
335.5,30.5,3.3336795310397127
335.5,29.5,3.3336795310397127
335.5,29.5,3.3336795310397127
335.5,29.5,3.3336795310397127
335.5,29.5,3.3336795310397127
335.5,29.5,3.3336795310397127
335.5,29.5,3.3336795310397127
335.5,29.5,3.3336795310397127
335.5,29.5,3.444515310822918
335.5,28.5,3.444515310822918
335.5,28.5,3.444515310822918
335.5,28.5,3.444515310822918
335.5,28.5,3.444515310822918
335.5,28.5,3.444515310822918
335.5,28.5,3.444515310822918
